Name;Position;Age;ca;pa;Nationality;Club;Corners;Crossing;Dribbling;Finishing;First Touch;Free Kick Taking;Heading;Long Shots;Long Throws;Marking;Passing;Penalty Taking;Tackling;Technique;Aggressiion;Anticipation;Bravery;Composure;Concentration;Vision;Decision;Determination;Flair;Leadership;Off The Ball;Position;Teamwork;Work Rate;Acceleration;Agility;Balance;Jumping Reach;Natural Fitness;Pace;Stamina;Strength;Stability;Foul;Contest performance;Injury;diversity;Aerial Reach;Command Of Area;Communication;Eccentricity;Handling;Kicking;One On Ones;Reflexes;Rushing Out;Punching;Throwing;Adaptation;Ambition;Argue;Loyal;Resistant to stress;Professional;Sportsmanship;Emotional control;GK;DL;DC;DR;WBL;WBR;DM;ML;MC;MR;AML;AMC;AMR;ST;Height;Weight;Left Foot;Right Foot;Values;Current reputation;Domestic reputation;World reputation;Race;RCA;Colour of skin;Date of birth;Number of national team appearances;Goals scored for the national team;Salary;Rental club;UID
Jo∆o Pedro;AM/S C;30;135;148;Italy,Brazil,Portugal;Fenerbaháe A.?.;11;12;11;13;14;11;13;11;3;4;14;15;5;15;13;13;13;14;13;13;14;15;14;14;16;5;13;14;14;13;14;13;17;13;14;12;15;13;12;9;13;2;3;1;2;1;2;2;1;2;4;3;8;15;10;10;12;15;10;11;1;1;1;1;1;1;1;9;10;9;12;17;12;20;184;75;10;20;10295772;6800;6750;6700;Mixed_Race;135;13;09/03/1992;0;0;80127;;19069586
Joaqu°n;M/AM RLC;41;135;160;Spain;Real Hispalis;16;16;16;12;16;9;8;11;7;6;16;14;8;16;7;13;10;15;11;15;14;13;17;18;14;7;13;10;13;13;12;9;15;13;10;9;13;8;15;2;14;2;1;1;2;1;1;2;2;1;4;3;14;13;9;16;15;15;10;13;1;1;1;1;12;12;1;12;1;19;16;15;20;1;179;75;10;20;740112;6900;6900;5850;Mediterranean_Hispanic;134;4;21/07/1981;51;4;40486;;814555
Lincoln;AM LC;23;135;145;Brazil;Fenerbaháe A.?.;16;15;15;10;16;16;8;14;3;6;15;12;7;17;8;12;12;15;9;16;14;12;15;8;12;8;10;11;13;14;15;9;11;13;13;13;11;5;10;7;14;2;1;2;2;2;1;3;1;4;1;4;12;10;5;12;10;12;9;10;1;14;1;1;14;1;14;12;15;1;16;20;14;10;178;73;20;8;11945922;6750;6750;6050;African_Caribbean;134;17;07/11/1998;0;0;25640;;19249878
Marlon;D C;26;135;140;Brazil;Shakhtar Donetsk;6;6;10;5;12;7;16;8;10;16;13;8;16;14;14;13;12;10;12;12;11;14;12;12;9;14;12;13;12;12;14;13;14;12;13;15;12;12;11;10;12;3;3;3;3;1;3;2;3;1;2;3;12;14;10;18;13;16;14;12;1;1;20;10;1;1;12;1;1;1;1;1;1;1;182;80;11;20;20131765;6750;6500;5150;African_Caribbean;133;17;07/09/1995;0;0;10821;Brianza;19189110
Paulinho1;S;29;135;140;Portugal;Sporting Clube de Portugal;12;13;13;13;14;13;13;14;4;7;15;12;9;16;13;12;12;15;12;15;14;14;14;11;12;8;13;13;12;12;15;14;14;12;13;14;10;6;13;10;12;3;3;3;1;3;4;3;2;3;2;1;12;16;5;13;14;14;15;14;1;1;1;1;1;1;1;10;1;5;14;1;14;20;187;88;20;11;7492499;6750;6750;5250;Mediterranean_Hispanic;135;1;09/11/1992;3;2;23851;;55060769
Bruno Henrique1;DM/M C;32;134;137;Brazil,Italy;Al-Ittihad Club Jeddah;11;11;12;12;13;13;12;14;9;13;14;13;13;14;13;13;13;12;13;13;13;13;13;14;13;13;12;14;13;13;13;11;14;13;14;13;14;13;12;8;12;3;3;1;2;1;1;4;1;1;1;1;8;13;7;13;12;12;8;11;1;1;1;1;1;1;18;1;20;1;1;12;1;1;180;75;11;20;4363069;6700;6700;4000;African_Caribbean;137;3;21/10/1989;0;0;25253;;19139837
Danilo1;DM/M C;21;134;166;Brazil;SEP;10;11;13;9;13;12;11;11;6;13;13;7;13;14;12;15;12;13;13;13;13;13;12;8;12;13;15;14;13;14;13;8;13;12;13;11;13;13;12;8;12;1;1;4;1;1;3;1;3;3;2;1;13;12;3;11;13;9;10;20;1;1;1;1;1;1;19;1;20;1;1;13;1;1;176;69;20;11;25619533;6782;6782;4208;African_Caribbean;130;13;29/04/2001;0;0;22277;;19371902
Frederik Rõnnow;GK;29;134;142;Denmark;1. FC Union Berlin;4;3;2;3;12;8;1;3;1;2;11;4;2;11;6;14;12;13;15;5;13;12;5;11;2;9;16;10;13;14;12;14;14;10;10;13;13;5;15;8;13;14;11;13;4;13;14;14;15;14;13;14;11;16;3;18;12;12;15;15;20;1;1;1;1;1;1;1;1;1;1;1;1;1;190;81;7;20;5310741;6695;6245;4995;Northern_European;132;4;04/08/1992;8;0;19230;;27014576
Loren;S;28;134;144;Spain;Real Hispalis;7;10;12;14;12;9;14;13;8;7;12;15;9;13;13;15;15;13;14;13;14;15;11;11;14;8;12;15;14;13;12;10;13;14;12;13;15;9;11;7;10;2;2;3;2;2;3;2;3;2;3;2;11;14;7;13;12;14;8;8;1;1;1;1;1;1;1;1;1;1;1;1;1;20;185;82;11;20;7409016;6700;6700;5200;Mediterranean_Hispanic;134;7;30/12/1993;0;0;15140;;67181072
Luis Milla;M C;27;134;144;Spain;Getafe;14;12;12;11;14;14;7;12;9;10;14;14;11;14;12;13;14;13;14;14;13;16;13;14;13;11;15;15;12;14;13;9;13;13;15;10;15;8;13;6;13;1;1;1;1;1;2;2;1;1;2;2;14;15;7;9;13;14;12;11;1;1;1;1;1;1;15;8;20;12;1;14;1;1;175;68;10;20;6617469;6700;6700;4500;Mediterranean_Hispanic;135;4;07/10/1994;0;0;14096;;67191561
Adrien Silva;DM/M C;33;134;159;Portugal,France;Al-Wahda Football Club;14;13;13;9;14;13;11;13;7;13;16;14;14;13;14;15;15;13;16;13;13;17;12;14;11;13;16;14;10;12;14;8;14;10;14;12;13;10;15;7;13;1;3;1;2;2;1;2;1;3;2;3;13;14;5;17;15;18;12;11;1;1;1;1;1;1;16;1;20;1;1;12;1;1;175;75;10;20;3875678;6700;6700;6250;Mediterranean_Hispanic;134;6;15/03/1989;26;1;85905;;55001975
Kevin Mbabu;D/WB R;27;134;140;Switzerland,Democratic Republic of Congo;Fulham;4;11;14;7;11;4;11;7;18;11;11;7;15;12;16;11;15;11;10;11;11;16;11;7;12;11;12;15;15;12;13;12;13;17;16;13;12;12;11;12;9;2;3;2;1;2;1;2;1;3;2;2;13;14;16;10;12;8;10;9;1;12;12;20;10;18;1;1;1;12;1;1;1;1;184;80;11;20;26756565;6700;7000;5750;Mixed_Race;126;12;19/04/1995;22;0;81194;;98029336
Gian Marco Ferrari;D C;30;134;145;Italy;U.S. Sassuolo;3;6;6;7;12;3;15;8;5;14;13;8;13;11;14;14;14;13;13;12;14;15;10;13;8;15;13;12;12;12;14;15;18;12;15;15;14;10;14;6;8;3;1;1;2;2;3;1;2;3;1;2;12;13;9;15;14;15;13;14;1;1;20;1;1;1;1;1;1;1;1;1;1;1;189;82;20;8;6344468;6693;6693;5443;Mediterranean_Hispanic;134;2;15/05/1992;1;1;21346;;43077074
Tadeu;GK;30;134;138;Brazil;GOI;5;2;3;1;6;9;1;11;1;3;9;4;3;7;8;13;13;13;14;12;14;15;12;12;8;12;10;10;13;15;13;13;12;13;13;12;16;10;12;5;14;11;11;11;5;12;14;14;15;11;16;15;15;11;8;15;15;15;12;13;20;1;1;1;1;1;1;1;1;1;1;1;1;1;184;80;7;20;1235473;6077;6077;3082;Northern_European;130;3;04/02/1992;0;0;4025;;19153083
Jannik Vestergaard;D C;29;134;150;Denmark,Germany;Leicester City;5;6;12;7;9;12;17;11;14;15;14;7;15;13;10;13;15;15;14;13;13;14;6;14;5;12;16;14;7;7;13;19;13;7;12;18;15;6;13;7;6;3;1;2;3;2;2;1;2;3;1;1;13;15;4;11;14;16;15;11;1;1;20;1;1;1;10;1;10;1;1;1;1;5;197;96;13;20;10792565;6700;6750;5500;Northern_European;134;5;03/08/1992;35;2;86994;;27013431
Jes£s Vallejo;D C;25;134;150;Spain;R. Madrid;5;8;9;7;12;6;12;8;9;15;12;9;16;13;14;17;13;15;12;12;14;14;7;14;8;14;16;10;11;12;11;13;15;13;12;12;16;11;15;15;10;2;3;1;1;3;1;2;1;2;2;3;12;9;4;12;15;14;16;18;1;1;20;13;1;8;11;1;1;1;1;1;1;1;184;79;9;20;3918239;6700;6700;5750;Mediterranean_Hispanic;132;7;05/01/1997;0;0;38461;;67192921
÷§igo Lekue;D/WB RL;29;134;144;Spain,Pays Basque;A. Bilbao;9;13;12;7;11;7;10;7;8;12;11;5;14;13;10;13;13;10;12;11;12;13;12;8;13;12;14;15;13;13;13;10;13;14;15;12;11;5;2;13;15;2;2;1;3;2;4;3;3;4;3;1;10;14;7;14;9;14;12;14;1;15;1;20;15;19;1;10;1;15;10;1;15;1;180;71;11;20;13725712;6700;6700;5200;Mediterranean_Hispanic;123;4;04/05/1993;0;0;15662;;67184347
Jacob Ramsey;M/AM C;21;134;-8;England;Aston Villa;8;10;15;13;13;7;9;12;7;10;13;9;10;14;9;12;14;14;11;13;12;13;13;8;12;10;14;14;14;14;12;11;13;14;14;13;13;9;12;7;11;2;4;1;1;1;1;3;3;2;3;1;10;13;5;14;10;13;11;13;1;1;1;1;1;1;1;1;20;1;10;20;1;1;180;61;12;20;76090578;6695;6695;5595;Mixed_Race;130;12;28/05/2001;0;0;81194;;29193659
Andreas Skov Olsen;AM R;22;134;150;Denmark;Club Brugge KV;11;14;13;14;14;11;11;12;5;6;13;12;7;15;7;13;12;13;13;13;12;8;14;7;13;7;13;13;14;11;12;13;12;15;12;12;12;4;13;7;11;3;4;2;2;2;1;3;2;3;3;3;7;12;4;10;9;14;15;12;1;1;1;6;1;12;1;10;1;14;12;7;20;12;187;70;20;15;15000000;6350;6750;5000;Northern_European;136;4;29/12/1999;21;7;22499;;27128912
David Terans;AM/S LC;27;134;136;Uruguay;ATP;15;15;15;14;14;16;10;15;9;11;14;15;11;15;7;12;8;13;12;14;12;10;15;9;14;9;13;13;14;14;13;6;13;12;12;8;14;6;11;13;14;2;2;2;2;1;1;2;1;3;1;1;9;8;6;10;8;13;11;15;1;1;1;1;1;1;1;12;11;7;17;20;13;19;171;72;20;8;7875679;6758;6517;4286;Native_American;131;9;11/08/1994;2;0;17490;;78064511
Jordan Ferri;DM/M C;30;134;138;France;Montpellier HÇrault SC;12;13;12;8;13;11;7;10;7;11;15;9;14;14;15;14;18;13;12;13;13;15;12;15;13;14;17;16;13;13;15;7;12;12;15;12;15;14;13;4;9;1;1;1;3;4;4;2;3;2;1;2;18;14;8;14;13;14;12;12;1;1;1;1;1;1;18;1;20;1;1;1;1;1;173;73;8;20;6270684;6700;6700;3917;Northern_European;134;6;12/03/1992;0;0;29897;;85003943
Alfred Duncan;DM/M C;29;134;145;Ghana,Italy;ACF Fiorentina;12;11;13;8;13;11;10;12;9;13;13;10;13;12;14;13;15;12;14;12;13;15;11;9;14;14;16;16;12;12;15;10;15;14;14;15;14;12;14;9;12;4;2;3;2;2;2;3;2;3;3;2;13;13;4;13;11;15;15;11;1;1;1;1;1;10;18;1;20;10;1;12;1;1;178;78;20;9;6841445;6700;6800;5500;African_Caribbean;132;19;10/03/1993;9;0;46346;;43084308
Cristian Tello;M/AM RL;30;134;150;Spain;Los Angeles Football Club;11;13;14;11;12;9;6;12;5;5;12;11;6;14;10;12;11;12;11;10;12;14;14;9;15;7;10;12;16;14;13;8;14;14;13;8;10;7;13;9;12;2;1;3;1;2;2;4;2;3;3;1;13;13;5;12;12;13;14;15;1;1;1;1;14;14;1;15;1;16;20;1;19;8;178;72;15;20;1174366;6900;6900;5000;Mediterranean_Hispanic;129;6;11/08/1991;1;0;31264;;67046417
Jony;M/AM L;31;134;150;Spain;S.S. Lazio;13;14;14;12;14;13;7;13;14;9;13;14;8;14;10;11;13;11;11;14;12;14;14;10;15;12;12;11;14;13;12;9;9;14;10;12;11;8;12;14;12;3;3;2;3;3;1;2;3;2;1;2;8;14;4;13;12;9;12;8;1;12;1;1;15;1;1;19;8;14;20;8;14;1;179;71;20;11;3030182;6700;6700;5950;Mediterranean_Hispanic;130;6;09/07/1991;0;0;32153;S. Gij¢n;67071188
Paulo Ot†vio;D/WB L;27;134;136;Brazil;VfL Wolfsburg;5;13;13;7;12;5;8;7;12;13;11;6;15;12;16;12;15;12;12;10;12;16;13;6;13;13;15;15;16;13;11;8;13;17;14;10;12;13;13;13;12;1;1;2;1;3;3;2;3;2;2;2;16;14;14;8;13;10;8;8;1;20;1;10;18;10;1;14;1;1;12;1;1;1;173;68;20;10;5051611;6700;5681;5332;Mixed_Race;127;11;23/11/1994;0;0;28766;;19172406
Saphir Taãder;DM/M C;30;134;144;Algeria,France,Tunisia;;11;12;12;10;13;13;9;14;8;11;13;17;13;13;13;14;12;13;13;13;11;14;12;8;13;11;14;15;15;15;13;9;15;14;15;13;13;13;12;7;9;1;3;2;3;3;3;2;1;3;3;3;10;15;8;12;13;10;12;12;1;1;1;1;1;1;18;10;20;12;1;14;1;1;180;73;10;20;-1;6700;6850;5250;North_African__Middle_Eastern;136;9;29/02/1992;42;5;;;85041832
Thomas Meunier;D/WB R;30;134;145;Belgium;Borussia Dortmund;8;15;13;10;11;10;13;12;8;11;11;3;14;13;14;13;15;12;13;13;10;16;12;8;15;10;16;16;13;11;15;14;15;15;15;16;13;8;14;12;14;1;3;2;1;3;1;1;2;1;3;1;11;16;8;15;11;17;14;16;1;1;10;20;1;18;10;8;12;15;8;6;10;10;191;90;8;20;8776634;6900;7300;6250;Northern_European;128;2;12/09/1991;56;8;191781;;18043393
Samir;D LC;27;134;140;Brazil;Tigres de la UANL;6;9;9;7;11;8;14;8;12;14;12;8;14;11;13;15;13;13;11;11;13;14;12;11;9;13;15;14;13;13;14;14;13;14;14;14;12;10;11;11;13;2;3;4;2;3;2;3;3;2;1;1;13;13;7;13;13;11;8;14;1;17;20;1;14;1;1;1;1;1;1;1;1;1;189;88;20;9;12930729;6700;6250;5250;African_Caribbean;134;17;05/12/1994;0;0;29999;;19162857
Manolo Gabbiadini;AM/S RLC;30;134;148;Italy;U.C. Sampdoria;12;12;13;16;16;16;11;15;4;4;13;18;6;15;11;13;12;13;13;13;13;13;15;10;14;4;13;13;12;12;13;12;12;12;12;13;14;9;15;10;12;4;2;3;1;1;1;2;1;1;2;3;14;14;6;11;10;17;15;11;1;1;1;1;1;1;1;1;1;1;15;19;16;20;186;75;20;9;5311294;6700;7000;6000;Mediterranean_Hispanic;130;4;26/11/1991;11;2;27114;;43050841
Daniele Rugani;D C;27;134;140;Italy;Juventus;5;8;9;9;13;5;15;7;7;14;12;6;14;12;7;14;12;10;16;12;11;12;10;7;6;14;17;15;12;12;15;16;15;14;15;14;15;4;11;5;8;1;1;2;3;1;2;1;3;1;3;2;10;15;2;14;11;18;18;20;1;1;20;7;1;1;1;1;1;1;1;1;1;1;190;84;10;20;5510878;6695;6695;5745;Mediterranean_Hispanic;134;2;29/07/1994;7;0;124615;;43083931
Radamel Falcao;S;36;134;176;Colombia;Vallecano;10;12;12;17;14;14;17;12;3;4;13;18;6;15;13;15;16;18;16;15;15;18;16;17;15;8;15;9;9;10;10;14;14;9;9;10;14;8;17;15;6;1;3;1;1;2;2;3;2;1;2;4;13;18;8;15;19;17;16;17;1;1;1;1;1;1;1;1;1;1;1;1;1;20;177;72;12;20;520621;6747;7818;5630;Mediterranean_Hispanic;133;8;10/02/1986;101;35;14585;;950975
M†rio Fernandes;D/WB R;31;134;150;Russia,Brazil;CSKA Moscow;6;11;13;7;15;6;13;5;6;11;13;8;13;15;12;16;18;13;14;10;14;18;13;7;14;12;13;12;15;13;12;13;13;15;13;12;15;5;16;7;13;2;3;1;1;1;4;3;3;1;2;1;16;11;3;20;18;20;16;17;1;1;10;19;1;20;1;1;1;13;1;1;10;1;188;81;9;20;347975206;7000;7000;6250;Mediterranean_Hispanic;134;1;19/09/1990;33;5;51205;;19088277
Ben Godfrey;D RC;24;134;155;England;Everton;5;8;8;9;13;5;13;12;7;13;13;7;15;13;14;11;14;12;13;12;9;15;7;12;11;12;14;17;16;14;15;13;15;17;16;16;11;7;13;5;14;2;1;1;4;1;2;3;1;3;2;1;13;16;1;15;12;17;11;15;1;13;20;16;1;14;15;1;12;1;1;1;1;1;183;77;5;20;33849938;6700;6950;5500;Mixed_Race;130;12;15/01/1998;2;0;75395;;29142372
Abderrazak Hamedallah;S;31;134;149;Morocco;Al-Ittihad Club Jeddah;9;8;13;16;14;12;14;12;7;9;11;9;8;13;13;12;14;14;10;12;13;12;12;9;16;12;7;11;12;13;12;14;11;14;15;10;14;8;12;12;10;3;4;1;1;2;2;3;2;2;1;2;13;14;9;14;13;15;9;14;1;1;1;1;1;1;1;1;1;1;1;1;1;20;182;81;10;20;7322522;7050;7050;4750;North_African__Middle_Eastern;133;9;17/12/1990;16;7;57970;;29117753
Roberto Soriano;M/AM C;31;134;150;Italy,Germany;Bologna FC 1909;8;11;14;11;15;9;8;13;4;8;14;9;11;16;12;14;13;13;14;15;13;13;15;12;13;11;16;16;12;13;14;10;13;11;11;13;14;13;12;7;12;1;2;1;1;3;3;3;1;3;2;2;16;15;8;14;13;15;11;7;1;1;1;1;1;1;12;10;18;7;10;20;9;11;182;76;12;20;3285844;6700;6500;6250;Mediterranean_Hispanic;134;6;08/02/1991;9;0;39422;;43044387
Enes önal;S;25;134;142;Turkey;Getafe;6;9;13;15;14;15;12;13;6;6;10;14;6;15;7;12;11;13;11;11;12;15;14;9;14;7;11;12;13;15;13;10;12;12;12;14;13;4;17;6;11;3;2;2;2;3;1;3;4;2;3;4;8;15;5;12;12;15;12;10;1;1;1;1;1;1;1;1;1;1;5;14;5;20;185;75;16;20;4630645;6600;6500;5950;Mediterranean_Hispanic;133;8;10/05/1997;27;2;12079;;70087488
Nedim Bajrami;M/AM C;23;134;151;Albania,Switzerland,North Macedonia;Empoli Football Club;13;13;13;13;14;13;8;14;4;7;14;14;8;15;13;12;12;14;11;14;13;13;14;10;14;7;14;14;13;13;13;9;13;14;13;11;11;8;10;5;14;2;1;3;3;1;1;3;2;1;1;3;14;14;7;12;13;14;11;9;1;1;1;1;1;1;10;1;18;1;1;20;1;1;179;68;11;20;9878407;6696;6096;5346;Northern_European;134;4;28/02/1999;7;0;29614;;98038311
Mârgim Vojvoda;D/WB RLC;27;134;140;Kosovo,Albania,Belgium;Torino;7;14;13;8;13;8;12;9;13;11;12;8;13;14;14;13;14;13;12;11;12;14;13;11;12;12;14;14;13;13;12;13;12;14;12;13;13;12;11;5;15;3;3;2;3;1;3;1;2;1;3;3;15;13;5;11;12;13;14;11;1;17;17;20;15;18;1;10;1;14;1;1;1;1;186;78;10;20;6121293;6700;6300;5150;Northern_European;126;3;01/02/1995;45;2;17307;;18086509
Jo∆o Victor;D RC;24;134;145;Brazil;SL Benfica;6;11;12;7;12;5;13;8;10;13;12;7;14;12;12;15;13;13;11;11;12;13;10;7;10;13;12;13;13;14;11;14;13;15;14;13;13;13;9;6;11;1;3;2;3;2;1;4;1;2;3;2;12;13;6;14;12;9;11;9;1;1;20;17;1;10;1;1;1;1;1;1;1;1;187;77;11;20;8068732;6700;6450;5200;Mixed_Race;130;10;17/07/1998;0;0;30550;;19296885
Kevin Akpoguma;D RLC;27;134;137;Nigeria,Germany;TSG Hoffenheim;5;9;9;10;11;8;15;11;15;13;12;10;14;11;12;13;15;11;12;9;11;14;10;9;10;11;15;13;14;12;15;17;16;16;14;14;14;12;12;7;18;2;1;2;2;3;2;2;1;2;1;1;9;15;8;7;11;13;10;11;1;15;20;16;13;14;11;1;11;1;1;1;1;8;192;85;10;20;5925844;6597;6597;4747;Mixed_Race;133;11;19/04/1995;4;0;19164;;91109389
Jhon C¢rdoba;S;29;134;139;Colombia;FC Krasnodar;6;8;12;12;12;7;13;8;5;6;11;11;8;11;18;13;17;9;13;11;11;17;13;8;14;7;16;17;14;13;18;15;12;16;16;16;11;9;11;5;5;2;1;2;2;2;2;3;3;1;2;4;13;15;10;8;11;12;9;7;1;1;1;1;1;1;1;1;1;1;7;10;10;20;188;85;12;20;11691675;6750;6150;5250;African_Caribbean;133;15;10/05/1993;0;0;29999;;76018954
Ryan Fraser;M/AM RL;28;134;150;Scotland;Newcastle United;13;14;13;13;13;12;2;12;2;6;14;6;7;12;7;13;13;12;10;11;12;13;12;10;15;10;15;17;15;13;14;3;12;15;12;12;11;5;10;13;16;2;3;3;2;2;1;1;1;3;3;3;11;12;3;12;9;12;13;8;1;1;1;1;10;12;1;18;1;18;20;13;20;13;163;70;9;20;11906084;6695;7095;5495;Northern_European;129;4;24/02/1994;22;4;75395;;61036775
Munas Dabbur;S;30;134;142;Israel;TSG Hoffenheim;9;10;14;12;16;12;12;13;6;7;13;12;8;15;12;14;10;14;12;14;14;13;14;11;16;8;15;12;11;14;10;11;13;12;13;12;13;8;13;6;7;1;1;1;1;1;2;1;2;2;2;4;13;15;11;10;10;12;8;8;1;1;1;1;1;1;1;10;1;1;12;14;12;20;182;76;13;20;6728983;6699;7249;5999;North_African__Middle_Eastern;133;6;14/05/1992;40;15;67308;;42024353
Luca Waldschmidt;AM/S RLC;26;134;145;Germany;VfL Wolfsburg;12;12;12;13;15;13;11;14;4;5;14;17;6;15;9;13;8;14;10;15;13;11;14;6;14;7;12;10;14;12;14;11;11;13;12;11;10;4;13;14;11;2;3;2;4;2;3;1;1;1;1;1;6;16;12;7;10;11;14;11;1;1;1;1;1;1;1;10;1;10;15;20;15;20;181;73;20;12;5138439;6699;6699;5499;Northern_European;130;4;19/05/1996;7;2;72876;;91119468
Sofiane Boufal;AM RLC;28;134;144;Morocco,France;Angers SCO;12;13;16;12;15;13;7;13;8;6;12;13;5;16;10;10;8;13;11;14;10;12;17;7;12;6;10;8;14;15;17;6;12;14;13;9;11;8;12;10;14;3;2;2;1;3;3;2;2;3;1;2;13;13;9;13;14;12;10;16;1;1;1;1;1;1;1;14;1;14;20;18;18;15;175;75;10;20;5541345;6700;6700;5250;North_African__Middle_Eastern;127;11;17/09/1993;29;4;29999;;85104863
Edgar;D/DM C;25;134;148;Spain;Real Hispalis;8;8;7;7;15;9;14;9;7;14;12;7;15;12;13;15;12;13;14;13;11;11;11;12;12;16;14;14;12;10;12;16;11;12;14;15;16;10;12;9;12;2;1;2;1;2;1;2;2;2;2;2;14;11;6;13;9;12;10;14;1;1;20;1;1;1;19;1;1;1;1;1;1;1;193;78;7;20;4007288;6500;6500;4050;Mediterranean_Hispanic;134;4;01/04/1997;0;0;10816;;67244464
Rogelio Funes Mori;S;31;134;139;Mexico,United States,Argentina;CF Monterrey;8;9;10;16;14;10;15;12;5;5;13;13;5;15;11;12;12;11;13;12;13;11;11;10;15;8;14;12;12;12;10;14;13;13;13;14;12;6;12;10;2;2;2;3;2;1;3;2;2;1;2;3;16;12;10;13;5;13;15;15;1;1;1;1;1;1;1;1;1;1;1;1;1;20;185;74;12;20;347975206;6661;6266;4167;Mediterranean_Hispanic;132;11;05/03/1991;15;5;18390;;14023764
Christopher Lenz;D/WB/M L;27;134;135;Germany;Eintracht Frankfurt;9;12;12;6;12;9;11;9;12;13;12;9;14;13;13;12;14;13;14;11;13;12;11;12;11;13;16;14;13;12;13;12;14;12;16;12;15;5;13;12;6;3;2;2;1;2;3;1;2;1;2;2;6;12;6;11;13;13;13;13;1;20;14;1;19;1;1;16;1;1;8;1;1;1;180;75;20;11;6659860;6698;6548;4748;Northern_European;132;2;22/09/1994;0;0;8000;;91119808
Robin Olsen;GK;32;134;141;Sweden,Denmark;Aston Villa;2;3;2;3;11;1;3;1;1;3;10;4;3;10;13;12;14;13;14;8;13;10;2;10;1;14;12;10;11;12;13;17;13;10;10;13;11;8;13;4;13;17;13;11;6;14;12;13;15;11;9;13;13;11;4;8;13;16;16;16;20;1;1;1;1;1;1;1;1;1;1;1;1;1;198;89;8;20;8001917;6692;6992;5742;Northern_European;133;1;08/01/1990;60;0;40597;;68007215
Sebasti†n Vegas;D LC;25;134;151;Chile;CF Monterrey;8;8;6;5;10;4;14;9;13;13;12;8;13;14;14;14;10;13;12;12;13;14;10;13;12;13;12;14;12;13;12;13;15;13;15;13;13;9;11;8;14;2;1;1;3;3;2;3;1;2;1;3;12;14;7;9;11;14;14;13;1;17;20;1;1;1;1;1;1;1;1;1;1;1;183;80;20;10;4031216;6656;6668;5389;Mediterranean_Hispanic;127;9;04/12/1996;20;2;19191;;75031046
Benjamin Henrichs;D RL;25;134;141;Germany,Ghana;RB Leipzig;7;13;13;7;13;9;11;9;13;12;14;11;13;14;11;12;12;13;12;12;12;14;11;10;14;11;14;14;13;14;14;12;12;14;15;14;12;8;14;10;18;1;3;3;3;3;3;3;1;1;2;3;12;14;8;14;14;15;13;13;1;17;11;20;12;14;14;10;14;12;8;8;10;1;183;79;12;20;7814751;6700;6700;5250;Mixed_Race;134;12;23/02/1997;7;0;47944;;91132680
Danny Welbeck;AM/S RL;31;134;160;England,Ghana;Brighton & Hove Albion;5;8;13;14;13;4;13;9;3;6;11;10;6;14;11;12;13;12;13;12;13;14;14;4;15;8;15;16;15;13;13;14;15;15;14;14;12;5;12;16;12;2;1;3;2;2;4;4;3;1;1;1;9;15;4;16;13;15;11;15;1;1;1;1;1;1;1;1;1;1;19;11;17;20;185;73;9;20;13316132;6698;6698;5998;African_Caribbean;132;17;26/11/1990;42;16;57996;;28010491
Luis Qui§ones;AM L;31;134;138;Colombia;Tigres de la UANL;14;14;14;11;12;13;12;12;11;9;11;10;8;13;11;13;13;13;13;12;13;12;12;13;13;12;11;12;13;14;13;12;14;13;13;12;14;10;10;12;13;2;2;2;2;4;2;1;1;1;3;1;11;11;19;7;9;4;9;5;1;1;1;1;1;1;1;1;1;1;20;12;1;14;178;72;20;12;2643815;6511;6507;4516;African_Caribbean;132;13;26/06/1991;0;0;16226;;76023688
Manu Morlanes;DM/M/AM C;23;134;156;Spain;Villarreal;11;13;12;11;15;11;10;11;8;10;14;10;12;15;15;12;13;13;14;15;14;14;14;12;13;12;13;14;12;13;11;10;15;13;14;12;11;9;2;8;17;3;2;2;3;1;3;2;3;2;2;1;12;11;5;11;9;14;12;13;1;1;1;1;1;1;18;1;20;1;1;16;1;1;178;75;9;20;9619445;6600;6600;5200;Mediterranean_Hispanic;133;6;12/01/1999;0;0;14048;;67228802
LÇo Dubois;D/WB R;27;134;141;France;Galatasaray A.?.;14;13;10;9;13;13;11;10;12;12;14;11;13;13;10;14;12;13;14;12;13;14;10;16;12;12;15;15;12;14;13;11;10;12;11;12;14;11;11;9;12;2;1;1;2;3;3;3;1;3;2;4;20;13;6;13;12;14;15;13;1;14;1;20;14;20;11;1;1;1;1;1;1;1;178;64;14;20;7154625;6700;6700;5250;Northern_European;133;5;14/09/1994;13;0;57692;;85085148
Leo ùstigÜrd;D C;22;134;157;Norway;Parthenope;6;8;7;6;11;6;16;6;12;14;11;8;15;10;17;13;17;12;12;10;13;16;10;11;7;14;13;17;13;11;14;13;15;14;15;15;16;17;13;5;10;2;3;1;3;1;2;1;3;2;1;2;14;18;16;6;12;14;12;18;1;1;20;1;1;1;1;1;1;1;1;1;1;1;184;80;8;20;12519999;6700;6500;5250;Northern_European;134;5;28/11/1999;5;0;23462;;53122155
Felix Uduokhai;D LC;24;134;150;Germany,Nigeria;FC Augsburg;5;9;9;6;11;5;14;7;10;14;13;9;14;12;10;13;15;13;12;12;12;11;9;10;8;12;14;13;13;12;15;16;16;15;14;14;12;7;14;7;14;2;2;1;3;3;2;3;3;1;1;2;11;16;6;12;10;14;15;15;1;15;20;1;11;1;10;1;10;1;1;1;1;8;192;78;20;12;7769901;6750;6750;5500;Mixed_Race;134;14;09/09/1997;0;0;14383;;91144514
